"","President","Sentences","sent.id","nword","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","snipets","ldatopic","ldahash","Government","Spirit","Nation","Democracy","Determination","Freedom","Misc","America","Arm","Justice","Citizen","Fear","Equality","Constitution","Strive"
"241","WoodrowWilson-1","The Nation has been deeply stirred, stirred by a solemn passion, stirred by the knowledge of wrong, of ideals lost, of government too often debauched and made an instrument of evil."," 66","31","0.03224766","0.03224766","0.03224766","0.06449532","0.03224766","0.06449532","0.00000000","0.06449532","0.12899065","0.06449532","And yet it will be no cool process of mere science.  The feelings with which we face this new age of right and opportunity sweep across our heartstrings like some air out of God's own presence, where justice and mercy are reconciled and the judge and the brother are one.","10","Justice","0.04444444","0.09777778","0.07111111","0.04444444","0.07111111","0.08444444","0.05777778","0.05777778","0.05777778","0.12444444","0.04444444","0.07111111","0.04444444","0.07111111","0.05777778"
"242","WoodrowWilson-1","The feelings with which we face this new age of right and opportunity sweep across our heartstrings like some air out of God's own presence, where justice and mercy are reconciled and the judge and the brother are one."," 67","39","0.00000000","0.02563445","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.05126891","0.00000000","0.12817226","The Nation has been deeply stirred, stirred by a solemn passion, stirred by the knowledge of wrong, of ideals lost, of government too often debauched and made an instrument of evil.  We know our task to be no mere task of politics but a task which shall search us through and through, whether we be able to understand our time and the need of our people, whether we be indeed their spokesmen and interpreters, whether we have the pure heart to comprehend and the rectified will to choose our high course of action."," 8","America","0.08771930","0.06666667","0.05614035","0.04561404","0.06666667","0.04561404","0.03508772","0.18245614","0.05614035","0.03508772","0.03508772","0.04561404","0.05614035","0.05614035","0.12982456"
"243","WoodrowWilson-1","We know our task to be no mere task of politics but a task which shall search us through and through, whether we be able to understand our time and the need of our people, whether we be indeed their spokesmen and interpreters, whether we have the pure heart to comprehend and the rectified will to choose our high course of action."," 68","62","0.01612643","0.01612643","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.04837929","The feelings with which we face this new age of right and opportunity sweep across our heartstrings like some air out of God's own presence, where justice and mercy are reconciled and the judge and the brother are one.  This is not a day of triumph;","10","Justice","0.04694836","0.06103286","0.06103286","0.04694836","0.10328638","0.10328638","0.04694836","0.06103286","0.06103286","0.11737089","0.06103286","0.06103286","0.06103286","0.04694836","0.06103286"
"244","WoodrowWilson-1","This is not a day of triumph;"," 69"," 7","0.00000000","0.14265335","0.00000000","0.00000000","0.14265335","0.00000000","0.00000000","0.00000000","0.00000000","0.14265335","We know our task to be no mere task of politics but a task which shall search us through and through, whether we be able to understand our time and the need of our people, whether we be indeed their spokesmen and interpreters, whether we have the pure heart to comprehend and the rectified will to choose our high course of action.  it is a day of dedication."," 8","America","0.09166667","0.04166667","0.05416667","0.05416667","0.07916667","0.05416667","0.05416667","0.11666667","0.07916667","0.04166667","0.05416667","0.05416667","0.05416667","0.05416667","0.11666667"
"245","WoodrowWilson-1","it is a day of dedication."," 70"," 6","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.16638935","This is not a day of triumph;  Here muster, not the forces of party, but the forces of humanity.","12","Fear","0.05847953","0.05847953","0.05847953","0.07602339","0.05847953","0.05847953","0.07602339","0.05847953","0.05847953","0.07602339","0.05847953","0.09356725","0.07602339","0.05847953","0.07602339"
"246","WoodrowWilson-1","Here muster, not the forces of party, but the forces of humanity."," 71","12","0.00000000","0.00000000","0.00000000","0.00000000","0.08326395","0.00000000","0.00000000","0.08326395","0.00000000","0.08326395","it is a day of dedication.  Men's hearts wait upon us;","13","Equality","0.05952381","0.05952381","0.05952381","0.05952381","0.07738095","0.07738095","0.07738095","0.05952381","0.05952381","0.05952381","0.05952381","0.05952381","0.09523810","0.07738095","0.05952381"
"247","WoodrowWilson-1","Men's hearts wait upon us;"," 72"," 5","0.00000000","0.19960080","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.19960080","0.00000000","Here muster, not the forces of party, but the forces of humanity.  men's lives hang in the balance;","13","Equality","0.05649718","0.05649718","0.07344633","0.07344633","0.05649718","0.07344633","0.05649718","0.05649718","0.05649718","0.07344633","0.05649718","0.09039548","0.10734463","0.05649718","0.05649718"
"248","WoodrowWilson-1","men's lives hang in the balance;"," 73"," 6","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.16638935","Men's hearts wait upon us;  men's hopes call upon us to say what we will do."," 7","Misc","0.05555556","0.05555556","0.05555556","0.05555556","0.05555556","0.05555556","0.08888889","0.07222222","0.08888889","0.05555556","0.07222222","0.07222222","0.08888889","0.07222222","0.05555556"
"249","WoodrowWilson-1","men's hopes call upon us to say what we will do."," 74","11","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","men's lives hang in the balance;  Who shall live up to the great trust?","13","Equality","0.05747126","0.07471264","0.07471264","0.05747126","0.05747126","0.07471264","0.05747126","0.07471264","0.05747126","0.05747126","0.05747126","0.05747126","0.10919540","0.05747126","0.07471264"
"250","WoodrowWilson-1","Who shall live up to the great trust?"," 75"," 8","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.12484395","0.00000000","0.00000000","men's hopes call upon us to say what we will do.  Who dares fail to try?"," 9","Arm","0.05649718","0.05649718","0.05649718","0.05649718","0.07344633","0.07344633","0.07344633","0.05649718","0.09039548","0.05649718","0.05649718","0.09039548","0.09039548","0.05649718","0.05649718"
"251","WoodrowWilson-1","Who dares fail to try?"," 76"," 5","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","Who shall live up to the great trust?  I summon all honest men, all patriotic, all forward-looking men, to my side.","13","Equality","0.05464481","0.08743169","0.07103825","0.08743169","0.05464481","0.05464481","0.05464481","0.07103825","0.07103825","0.05464481","0.05464481","0.05464481","0.10382514","0.05464481","0.07103825"
"252","WoodrowWilson-1","I summon all honest men, all patriotic, all forward-looking men, to my side."," 77","13","0.07686395","0.00000000","0.07686395","0.07686395","0.07686395","0.07686395","0.00000000","0.07686395","0.00000000","0.15372790","Who dares fail to try?  God helping me, I will not fail them, if they will but counsel and sustain me!","12","Fear","0.05555556","0.05555556","0.08888889","0.07222222","0.07222222","0.07222222","0.05555556","0.05555556","0.07222222","0.05555556","0.05555556","0.12222222","0.05555556","0.05555556","0.05555556"
"255","WoodrowWilson-2","Perhaps no equal period in our history has been so fruitful of important reforms in our economic and industrial life or so full of significant changes in the spirit and purpose of our political action.","  2","35","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.02856327","0.00000000","0.14281634","The four years which have elapsed since last I stood in this place have been crowded with counsel and action of the most vital interest and consequence.  We have sought very thoughtfully to set our house in order, correct the grosser errors and abuses of our industrial life, liberate and quicken the processes of our national genius and energy, and lift our politics to a broader view of the people's essential interests."," 7","Misc","0.06130268","0.08429119","0.03831418","0.07279693","0.07279693","0.04980843","0.10727969","0.03831418","0.07279693","0.10727969","0.04980843","0.03831418","0.08429119","0.08429119","0.03831418"
